1571990117,0,0,1,"CQ,CJ,CA,C2;DJ,D9,DK,DA;D4,D6,D5,DQ;D2,HA,D3,D10;SQ,H10,SA,D8;SK,S9,S10,S3;S8,S7,SJ,S4;HK,S6,HQ,S5;H5,HJ,H9,S2;C7,C5,CK,C8;C9,C4,H6,C3;H3,H4,C10,H7;H2,D7,C6,H8"
1571990117,0,2,1,"CJ,CK,CA,C2;DK,D8,DA,D10;D9,DJ,D6,DQ;D2,D7,HA,D5;HK,D3,SA,D4;S10,S3,SK,S4;S8,S7,S2,S6;S5,HQ,SJ,SQ;C6,C10,CQ,C5;H8,H9,HJ,S9;C8,C4,H10,C9;H4,H2,H3,H5;C7,C3,H7,H6"
1571990117,0,23,1,"CA,CQ,CK,C2;DA,DQ,DK,DJ;D10,D4,D8,D6;SQ,D7,D3,D9;HA,D2,SK,D5;S6,S8,S7,S5;HK,SA,S4,S3;S2,H9,H5,S9;HQ,H7,H4,S10;HJ,H6,CJ,SJ;C8,C9,C10,C4;C7,H10,C3,C5;H8,H3,C6,H2"
1571990117,0,15,1,"CA,CJ,DA,C2;DJ,D7,DK,DQ;D8,D10,D5,D9;HQ,CK,CQ,C7;HK,SQ,D3,D6;S6,SA,SJ,S5;S10,SK,S2,S3;H7,S9,S8,S7;H9,C8,C10,C4;C6,H5,C3,C5;H2,H8,H4,H10;D2,H6,H3,HJ;S4,D4,C9,HA"
1571990117,0,1,1,"C7,CJ,CK,C2;DQ,DA,D9,DJ;SQ,D6,D7,DK;SA,D2,D3,D10;HA,H8,H3,D8;HQ,S5,S9,S3;SK,H10,S4,S2;H9,H7,S8,S10;H5,H6,S7,SJ;H2,H4,CA,D4;C9,CQ,C10,D5;C8,C6,C3,HJ;C4,C5,S6,HK"
1571990117,0,8,1,"CA,CJ,CQ,C2;DK,DQ,DA,D6;D5,D10,D9,DJ;S8,SK,SA,S10;SQ,D3,D7,D8;S9,S7,SJ,S4;HA,S5,S6,S3;C8,C10,HQ,C3;H10,CK,C6,C4;HK,C7,H8,C9;HJ,H5,H3,H4;H6,H2,H9,D2;C5,S2,H7,D4"
1571990117,0,26,1,"C10,C5,CK,C2;DJ,D9,DK,DA;D3,D6,DQ,D10;D4,SK,HA,D8;SA,HK,HJ,D7;S7,S4,SJ,S5;S8,S3,H6,S6;S2,H5,S10,SQ;H8,H4,H9,D2;H7,H3,C9,D5;CQ,CA,C6,H2;C8,CJ,C4,H10;C7,C3,S9,HQ"
1571990117,0,0,1,"CQ,CA,CK,C2;D4,DA,D10,DJ;D8,D9,SA,DK;D6,D2,SK,DQ;H7,SQ,HA,D7;S8,SJ,S9,S2;S3,S10,S5,S4;H5,S7,H10,S6;CJ,C10,C7,C4;HK,C6,C8,C9;H6,H3,HJ,H2;H9,D5,C3,C5;H8,D3,H4,HQ"
