1571989059,2,1,1,"CK,C10,CA,C2;DQ,DK,D9,D6;D5,DA,D8,D3;D2,D10,SA,D4;HA,CQ,CJ,C5;C8,C7,HJ,C6;SQ,H10,C9,C3;SK,H7,H9,C4;S7,S9,SJ,S3;S8,S6,S5,S4;H8,D7,H6,DJ;H2,H4,H5,HQ;S2,H3,S10,HK"
1571989059,2,0,1,"CA,CK,CJ,C2;D9,DJ,DA,D4;C10,CQ,C3,C5;D8,D10,DK,D6;D7,D5,HK,D2;HJ,H10,DQ,D3;C7,H5,C9,C4;S5,SA,S10,S6;H3,H9,C8,C6;SK,S8,SJ,S2;S7,S3,SQ,S9;H4,H2,H7,H6;HA,HQ,S4,H8"
