1570609949,1,0,2,"C6,C4,C5,C2;S2,S3,S7,S4;S5,S10,S6,S8;DA,S9,SK,SJ;C7,CK,C3,C9;D2,D4,DQ,D3;DK,SQ,D10,SA;DJ,CA,CJ,C8;D6,C10,D9,D5;H2,H4,H8,H3;H5,H6,HJ,H10;HA,HQ,D7,CQ;HK,H9,H7,D8"
1570609949,1,0,2,"C3,C6,C4,C2;S6,S4,S2,S7;S8,S5,S3,S10;S9,SA,SQ,SK;C10,CK,C5,CJ;C7,DK,DQ,CA;CQ,D4,D7,D2;H8,H3,H2,H5;C9,D6,HA,D3;HJ,D5,C8,D8;H10,D10,SJ,D9;HK,HQ,H9,DJ;H4,H6,H7,DA"
